"","X1","step","time"
"1",1.4293259867879,17,14071.2169999999
"2",1.4293259867879,17,14071.2169999999
"3",1.4293259867879,17,14071.2169999999
"4",1.4293259867879,17,14071.2169999999
"5",1.22521795762899,17,14071.2169999999
"6",1.3486656325028,17,14071.2169999999
"7",1.26865372048273,17,14071.2169999999
"8",1.40202113441896,17,14071.2169999999
"9",1.28799380030277,17,14071.2169999999
"10",1.37047493376328,17,14071.2169999999
"11",1.37047493376328,17,14071.2169999999
"12",1.28254143399026,17,14071.2169999999
"13",1.30461110126248,17,14071.2169999999
"14",1.28792199289525,17,14071.2169999999
"15",1.30295749238609,17,14071.2169999999
"16",1.42667222142005,17,14071.2169999999
"17",1.25277304609223,17,14071.2169999999
"18",1.32738967090228,17,14071.2169999999
"19",1.24147212920131,17,14071.2169999999
"20",1.39697411566755,17,14071.2169999999
"21",1.1789875992659,17,14071.2169999999
"22",1.27972415754847,17,14071.2169999999
"23",1.17795616742433,17,14071.2169999999
"24",1.36062589994188,17,14071.2169999999
"25",1.31014693215787,17,14071.2169999999
"26",1.3980475596284,17,14071.2169999999
"27",1.23224481199876,17,14071.2169999999
"28",1.33322192074326,17,14071.2169999999
"29",1.31447121399255,17,14071.2169999999
"30",1.31447121399255,17,14071.2169999999
"31",1.20095377340739,17,14071.2169999999
"32",1.329588766929,17,14071.2169999999
"33",1.3475713625396,17,14071.2169999999
"34",1.35238628095957,17,14071.2169999999
"35",1.30377783027941,17,14071.2169999999
"36",1.24150118032275,17,14071.2169999999
"37",1.2396185124532,17,14071.2169999999
"38",1.27266395070152,17,14071.2169999999
"39",1.34817852659114,17,14071.2169999999
"40",1.19323903602967,17,14071.2169999999
"41",1.26293829160548,17,14071.2169999999
"42",1.29364998023719,17,14071.2169999999
"43",1.23265149112489,17,14071.2169999999
"44",1.45152519400454,17,14071.2169999999
"45",1.31642218155762,17,14071.2169999999
"46",1.19247374666112,17,14071.2169999999
"47",1.20888639195692,17,14071.2169999999
"48",1.20888639195692,17,14071.2169999999
"49",1.25382441288922,17,14071.2169999999
"50",1.39826155992068,17,14071.2169999999
"51",1.39826155992068,17,14071.2169999999
"52",1.41098041954516,17,14071.2169999999
"53",1.2859518167622,17,14071.2169999999
"54",1.26464982645683,17,14071.2169999999
"55",1.39873570936435,17,14071.2169999999
"56",1.19502390799009,17,14071.2169999999
"57",1.41147293076559,17,14071.2169999999
"58",1.19502390799009,17,14071.2169999999
"59",1.17002907282045,17,14071.2169999999
"60",1.36464405335048,17,14071.2169999999
"61",1.19502390799009,17,14071.2169999999
"62",1.19502390799009,17,14071.2169999999
"63",1.35882066902364,17,14071.2169999999
"64",1.39431517328981,17,14071.2169999999
"65",1.39431517328981,17,14071.2169999999
"66",1.39431517328981,17,14071.2169999999
"67",1.39431517328981,17,14071.2169999999
"68",1.17675372486903,17,14071.2169999999
"69",1.24009066125076,17,14071.2169999999
"70",1.24009066125076,17,14071.2169999999
"71",1.30277773263871,17,14071.2169999999
"72",1.27057431293508,17,14071.2169999999
"73",1.2962721969969,17,14071.2169999999
"74",1.32350201105881,17,14071.2169999999
"75",1.36409637206147,17,14071.2169999999
"76",1.18989904614778,17,14071.2169999999
"77",1.34353117644472,17,14071.2169999999
"78",1.18989904614778,17,14071.2169999999
"79",1.33405734223962,17,14071.2169999999
"80",1.29996673932687,17,14071.2169999999
"81",1.34447579555424,17,14071.2169999999
"82",1.38706126461985,17,14071.2169999999
"83",1.38601205573293,17,14071.2169999999
"84",1.33812649133194,17,14071.2169999999
"85",1.18041494147349,17,14071.2169999999
"86",1.18041494147349,17,14071.2169999999
"87",1.1570357956019,17,14071.2169999999
"88",1.1570357956019,17,14071.2169999999
"89",1.20704175697627,17,14071.2169999999
"90",1.1570357956019,17,14071.2169999999
"91",1.21454325716847,17,14071.2169999999
"92",1.2632725840749,17,14071.2169999999
"93",1.39981343345281,17,14071.2169999999
"94",1.33862938915319,17,14071.2169999999
"95",1.29581304015828,17,14071.2169999999
"96",1.2807200584438,17,14071.2169999999
"97",1.2807200584438,17,14071.2169999999
"98",1.19520426964732,17,14071.2169999999
"99",1.16675987144829,17,14071.2169999999
"100",1.25152025987413,17,14071.2169999999
"101",1.29602214315725,17,14071.2169999999
"102",1.34167916873446,17,14071.2169999999
"103",1.46076272513365,17,14071.2169999999
"104",1.17194318234202,17,14071.2169999999
"105",1.17194318234202,17,14071.2169999999
"106",1.37385432465295,17,14071.2169999999
"107",1.37385432465295,17,14071.2169999999
"108",1.29420787911338,17,14071.2169999999
"109",1.3026045162494,17,14071.2169999999
"110",1.2595637481571,17,14071.2169999999
"111",1.30624923044608,17,14071.2169999999
"112",1.17618780487759,17,14071.2169999999
"113",1.21051289938798,17,14071.2169999999
"114",1.30848542865411,17,14071.2169999999
"115",1.22764097874569,17,14071.2169999999
"116",1.22764097874569,17,14071.2169999999
"117",1.24744627676525,17,14071.2169999999
"118",1.24744627676525,17,14071.2169999999
"119",1.24744627676525,17,14071.2169999999
"120",1.27228386109627,17,14071.2169999999
"121",1.27228386109627,17,14071.2169999999
"122",1.31397869250967,17,14071.2169999999
"123",1.31060728636698,17,14071.2169999999
"124",1.34370836209917,17,14071.2169999999
"125",1.28669923255401,17,14071.2169999999
"126",1.39452045445733,17,14071.2169999999
"127",1.28522346480784,17,14071.2169999999
"128",1.29125439063197,17,14071.2169999999
"129",1.29125439063197,17,14071.2169999999
"130",1.41245901706722,17,14071.2169999999
"131",1.31966006466601,17,14071.2169999999
"132",1.31966006466601,17,14071.2169999999
"133",1.3301522898368,17,14071.2169999999
"134",1.32417528260399,17,14071.2169999999
"135",1.39671522192342,17,14071.2169999999
"136",1.23414833771325,17,14071.2169999999
"137",1.23414833771325,17,14071.2169999999
"138",1.30120454909879,17,14071.2169999999
"139",1.23843077907315,17,14071.2169999999
"140",1.39671522192342,17,14071.2169999999
"141",1.39671522192342,17,14071.2169999999
"142",1.39671522192342,17,14071.2169999999
"143",1.26578975216362,17,14071.2169999999
"144",1.37701619257315,17,14071.2169999999
"145",1.37701619257315,17,14071.2169999999
"146",1.32387198619515,17,14071.2169999999
"147",1.20291298595639,17,14071.2169999999
"148",1.37127135888116,17,14071.2169999999
"149",1.20291298595639,17,14071.2169999999
"150",1.20291298595639,17,14071.2169999999
"151",1.37799008297722,17,14071.2169999999
"152",1.3233299200189,17,14071.2169999999
"153",1.29030895788772,17,14071.2169999999
"154",1.20999050266749,17,14071.2169999999
"155",1.3446406222842,17,14071.2169999999
"156",1.3446406222842,17,14071.2169999999
"157",1.1724427736208,17,14071.2169999999
"158",1.34426705793416,17,14071.2169999999
"159",1.28615443112412,17,14071.2169999999
"160",1.27865506278213,17,14071.2169999999
"161",1.27865506278213,17,14071.2169999999
"162",1.23876028506198,17,14071.2169999999
"163",1.36315877971385,17,14071.2169999999
"164",1.3898490170299,17,14071.2169999999
"165",1.33984041669263,17,14071.2169999999
"166",1.25465376634447,17,14071.2169999999
"167",1.24371913613,17,14071.2169999999
"168",1.3898490170299,17,14071.2169999999
"169",1.39528494717798,17,14071.2169999999
"170",1.3898490170299,17,14071.2169999999
"171",1.35864747735634,17,14071.2169999999
"172",1.3898490170299,17,14071.2169999999
"173",1.3898490170299,17,14071.2169999999
"174",1.3898490170299,17,14071.2169999999
"175",1.46379763402776,17,14071.2169999999
"176",1.3898490170299,17,14071.2169999999
"177",1.3898490170299,17,14071.2169999999
"178",1.3252592693554,17,14071.2169999999
"179",1.21275176915412,17,14071.2169999999
"180",1.41145189050355,17,14071.2169999999
"181",1.24595699701346,17,14071.2169999999
"182",1.22795379919792,17,14071.2169999999
"183",1.39612173310757,17,14071.2169999999
"184",1.33322969804941,17,14071.2169999999
"185",1.28826113760427,17,14071.2169999999
"186",1.21720332533367,17,14071.2169999999
"187",1.23814504987395,17,14071.2169999999
"188",1.27217573531453,17,14071.2169999999
"189",1.24614631160009,17,14071.2169999999
"190",1.37829147109677,17,14071.2169999999
"191",1.22093569528574,17,14071.2169999999
"192",1.27554278252008,17,14071.2169999999
"193",1.29620908628043,17,14071.2169999999
"194",1.28093443912664,17,14071.2169999999
"195",1.34292813547456,17,14071.2169999999
"196",1.22801078858739,17,14071.2169999999
"197",1.22967554543407,17,14071.2169999999
"198",1.41687130611166,17,14071.2169999999
"199",1.35882517314932,17,14071.2169999999
"200",1.27149914373333,17,14071.2169999999
"201",1.27149914373333,17,14071.2169999999
"202",1.28670614489872,17,14071.2169999999
"203",1.2584177499497,17,14071.2169999999
"204",1.2584177499497,17,14071.2169999999
"205",1.29823123429051,17,14071.2169999999
"206",1.2556534080262,17,14071.2169999999
"207",1.38867697233353,17,14071.2169999999
"208",1.3492277207934,17,14071.2169999999
"209",1.32731791385398,17,14071.2169999999
"210",1.4432496620863,17,14071.2169999999
"211",1.4432496620863,17,14071.2169999999
"212",1.27857639099803,17,14071.2169999999
"213",1.36347860944602,17,14071.2169999999
"214",1.2268608736769,17,14071.2169999999
"215",1.4432496620863,17,14071.2169999999
"216",1.41204821306361,17,14071.2169999999
"217",1.3075070181376,17,14071.2169999999
"218",1.33782141898841,17,14071.2169999999
"219",1.30343018868695,17,14071.2169999999
"220",1.33782141898841,17,14071.2169999999
"221",1.28530291140806,17,14071.2169999999
"222",1.20210012835872,17,14071.2169999999
"223",1.44343794579375,17,14071.2169999999
"224",1.16405231607506,17,14071.2169999999
"225",1.44343794579375,17,14071.2169999999
"226",1.40606796643465,17,14071.2169999999
"227",1.35509097339398,17,14071.2169999999
"228",1.34344989830165,17,14071.2169999999
"229",1.35353699385866,17,14071.2169999999
"230",1.31368081331218,17,14071.2169999999
"231",1.19715261631996,17,14071.2169999999
"232",1.20492197006531,17,14071.2169999999
"233",1.44343794579375,17,14071.2169999999
"234",1.44343794579375,17,14071.2169999999
"235",1.20634579056591,17,14071.2169999999
"236",1.40447922142146,17,14071.2169999999
"237",1.30819872885574,17,14071.2169999999
"238",1.18329113811234,17,14071.2169999999
"239",1.36157697054513,17,14071.2169999999
"240",1.20634579056591,17,14071.2169999999
"241",1.20634579056591,17,14071.2169999999
"242",1.21542485693816,17,14071.2169999999
"243",1.41503971956864,17,14071.2169999999
"244",1.24095606464255,17,14071.2169999999
"245",1.29472842876935,17,14071.2169999999
"246",1.34736152969285,17,14071.2169999999
"247",1.37421969804485,17,14071.2169999999
"248",1.40137862058238,17,14071.2169999999
"249",1.28231465562479,17,14071.2169999999
"250",1.26593738494499,17,14071.2169999999
"251",1.28909584461635,17,14071.2169999999
"252",1.22280965871026,17,14071.2169999999
"253",1.23698865061279,17,14071.2169999999
"254",1.23950799864252,17,14071.2169999999
"255",1.26322437132802,17,14071.2169999999
"256",1.33642913327085,17,14071.2169999999
"257",1.34660592202692,17,14071.2169999999
"258",1.37001697753869,17,14071.2169999999
"259",1.19992724992456,17,14071.2169999999
"260",1.25850874768672,17,14071.2169999999
"261",1.28569205164816,17,14071.2169999999
"262",1.36880158116351,17,14071.2169999999
"263",1.25888925464042,17,14071.2169999999
"264",1.2262375429309,17,14071.2169999999
"265",1.18610048172811,17,14071.2169999999
"266",1.21495716611307,17,14071.2169999999
"267",1.44343794579375,17,14071.2169999999
"268",1.44343794579375,17,14071.2169999999
"269",1.30792781708402,17,14071.2169999999
"270",1.32120388828473,17,14071.2169999999
"271",1.30742887056181,17,14071.2169999999
"272",1.15045807058589,17,14071.2169999999
"273",1.35255890818096,17,14071.2169999999
"274",1.29810995913459,17,14071.2169999999
"275",1.28224364340634,17,14071.2169999999
"276",1.23646338960492,17,14071.2169999999
"277",1.31244690689215,17,14071.2169999999
"278",1.35333202641364,17,14071.2169999999
"279",1.35333202641364,17,14071.2169999999
