"","alpha_1","alpha_2","beta_1","beta_2","mu","sigma","gamma","step","time"
"41101",16.1632101884323,0.861645174842608,4.96583062726492,1.53333333108354,447.741064976451,0.00015866159052553,0.291393380341697,138,30048.495
"41102",16.1632101884323,0.861645174842608,4.96583062726492,1.53333333108354,447.741064976451,0.00015866159052553,0.291393380341697,138,30048.495
"41103",16.1632101884323,0.861645174842608,4.96583062726492,1.53333333108354,447.741064976451,0.00015866159052553,0.291393380341697,138,30048.495
"41104",16.1524536558667,0.541553008525706,4.97032641682599,3.08107636752161,447.81663413269,0.000736236018384884,0.284944001290523,138,30048.495
"41105",16.1632101884323,0.861645174842608,4.96583062726492,1.53333333108354,447.741064976451,0.00015866159052553,0.291393380341697,138,30048.495
"41106",16.1632101884323,0.861645174842608,4.96583062726492,1.53333333108354,447.741064976451,0.00015866159052553,0.291393380341697,138,30048.495
"41107",16.2543387844116,0.750137326486302,4.90581070525226,3.62060226635173,444.548445712101,0.00264208873268388,0.302380426838357,138,30048.495
"41108",16.1434067517491,0.16496845838163,4.97044899545342,1.66900096882451,447.698728698964,0.000523792986317659,0.255124092724168,138,30048.495
"41109",16.1989132983945,0.690484586477862,4.98186588833264,2.34872458037141,446.076130034199,0.00419697677682322,0.258623772361373,138,30048.495
"41110",16.1188666975335,0.885798589987774,4.9241673683331,3.797047364055,449.112687843912,0.000349793319858013,0.378490030976605,138,30048.495
"41111",16.196138393991,0.210707502948019,4.9739165730426,2.62832739533019,446.532509880412,0.00342988101069468,0.338302614014741,138,30048.495
"41112",16.3745192021731,0.702089520725936,4.91439674929583,2.5614668212205,440.581131997023,0.00374346321099061,0.330622652699841,138,30048.495
"41113",16.3745192021731,0.702089520725936,4.91439674929583,2.5614668212205,440.581131997023,0.00374346321099061,0.330622652699841,138,30048.495
"41114",16.1076992984036,0.734099809639455,4.99032203094976,3.44632546619114,449.350651038574,0.00471698758362831,0.275477356824007,138,30048.495
"41115",16.1146250546718,0.59542082293251,4.97807092510246,2.76441577143213,448.940431966514,0.00302802052450013,0.352129310691319,138,30048.495
"41116",16.4528552289157,0.290983821409363,4.94164635899391,3.91575411016159,438.073803228479,0.00105507448625666,0.344793433733763,138,30048.495
"41117",16.1256034027513,0.631028265548997,4.94297899128765,1.28830427984085,448.547828897635,0.0013564505947852,0.279525338974623,138,30048.495
"41118",16.2115598713583,0.276857946602885,4.91733020776375,2.62064269103283,445.85759784835,0.00363401473632762,0.175447016995736,138,30048.495
"41119",16.2311749059213,0.186564947961087,4.92453040943468,0.908491981496863,445.348977766864,0.00164561247175838,0.234904312277579,138,30048.495
"41120",16.1784521878948,0.926229134737495,4.80412912076653,2.38186090849516,447.409536818163,0.000791269833244632,0.310398258765381,138,30048.495
"41121",16.1230777402221,0.573097084037463,4.97665005766633,2.1492393420032,448.913447648362,0.0031971304430029,0.334861357757861,138,30048.495
"41122",16.166774103563,0.363971348814486,4.98522225035575,2.88442512969195,447.228832620265,0.0036328376496897,0.337598966072593,138,30048.495
