"","alpha_1","alpha_2","beta_1","beta_2","mu","sigma","gamma","step","time"
"1",47.6066838949919,48.2002634904347,1.16469282074831,0.484614309389144,440.340442489833,0.292735489550978,0.00973615981638432,1,11.039
"2",42.2203147900291,30.3348939167336,3.71171393198892,0.691514767240733,323.156701913103,0.49520950333681,0.213614317122847,1,11.039
"3",1.581408130005,19.302297977265,0.60333120287396,2.47085260460153,401.904230006039,0.332979865721427,0.327365798130631,1,11.039
"4",40.101980487816,40.1432741782628,0.231281812302768,4.57123608561233,256.477841408923,0.0167037470964715,0.0740166533738375,1,11.039
"5",37.1126278419979,9.05489401193336,2.33642818988301,1.53217516024597,393.391211610287,0.148999613476917,0.159039464779198,1,11.039
"6",1.06241195462644,41.5988488355651,3.98783044423908,2.98776877694763,436.133807571605,0.320095648872666,0.284318273980171,1,11.039
"7",40.1778069906868,23.8258546916768,1.46202300325967,4.27216087351553,288.047474483028,0.0822954357136041,0.11940685659647,1,11.039
"8",8.00641401438043,23.818966303952,2.1533208177425,3.05794650805183,361.921445978805,0.131408149376512,0.347925912123173,1,11.039
"9",40.7620151061565,43.0580909713171,2.7365231665317,1.65989869390614,332.66357681714,0.387420267099515,0.129120208416134,1,11.039
"10",47.1996280830353,27.838720602449,1.20802431716584,3.17716817837209,306.48053875193,0.135391224990599,0.187504188343883,1,11.039
"11",11.8507699342445,43.4713314753026,0.704545717453584,4.5077348605264,408.456654846668,0.0473737877327949,0.141378298774362,1,11.039
"12",19.3995608948171,34.2663626070134,2.45073324884288,2.24841289804317,256.301609287038,0.108515836531296,0.16854951037094,1,11.039
"13",21.7820381629281,5.53560743574053,0.995328163262457,2.58908733841963,257.694697007537,0.182957209646702,0.318400449771434,1,11.039
"14",29.7440353198908,38.8425673823804,4.91926499293186,2.21357139991596,286.708777677268,0.276767932344228,0.32139584729448,1,11.039
"15",44.2955168546177,24.8673762427643,1.3813727197703,2.49861630378291,303.736343933269,0.44346190802753,0.392236119601876,1,11.039
"16",41.3339250255376,33.4699490340427,0.0943886674940586,0.613525948720053,405.714099202305,0.472895629354753,0.323638933338225,1,11.039
"17",44.796680926811,33.322278317064,2.8358612046577,3.11024102731608,293.697397876531,0.182873281650245,0.0633960360661149,1,11.039
"18",7.19937165267766,29.4422747683711,4.09352708607912,0.191391446860507,276.026270212606,0.0178829436190426,0.342074494156986,1,11.039
"19",8.94575251732022,30.3380706929602,0.798937674844638,0.412943112896755,353.620658488944,0.0664511327631772,0.225113504100591,1,11.039
