"","alpha_1","alpha_2","beta_1","beta_2","mu","sigma","gamma","step","time"
"79873",22.593930359903,21.2883267199071,2.86185680555725,3.22816778134756,319.731780082774,0.286175546342988,0.144987378370705,40,27715.28
"79874",22.4798388305054,30.433901142041,2.88363197947308,3.50668481247818,329.782751689051,0.263764182425815,0.165793036544221,40,27715.28
"79875",21.9284470251835,8.91158079498344,4.04076316229255,4.50122497348084,327.409365719119,0.236548633173761,0.132161629277151,40,27715.28
"79876",21.6895574577256,25.7615980088377,3.40044608664426,4.21273323477524,341.69434890086,0.256020025239301,0.188207767813438,40,27715.28
"79877",21.6895574577256,25.7615980088377,3.40044608664426,4.21273323477524,341.69434890086,0.256020025239301,0.188207767813438,40,27715.28
"79878",21.6895574577256,25.7615980088377,3.40044608664426,4.21273323477524,341.69434890086,0.256020025239301,0.188207767813438,40,27715.28
"79879",22.0878213145166,18.9116339841544,3.77255573196278,4.71632166258258,322.131015729227,0.230869950598226,0.177359898346374,40,27715.28
"79880",22.3219379935173,17.151734961407,3.57998221242011,4.3091938567305,320.022726287035,0.287725903064444,0.145858074948109,40,27715.28
"79881",22.3219379935173,17.151734961407,3.57998221242011,4.3091938567305,320.022726287035,0.287725903064444,0.145858074948109,40,27715.28
"79882",22.1789354951022,21.5946725385723,3.42370261178746,4.16874710070316,326.646308824929,0.250947087740979,0.174315880195912,40,27715.28
"79883",22.4357977107879,16.6699193436825,3.68091827467686,4.39930676120007,313.839123542347,0.2339527424631,0.136973885414673,40,27715.28
"79884",21.840532711432,20.5364272775262,3.72214665282378,4.72595844373171,332.891669564506,0.261102264396125,0.170354653252856,40,27715.28
"79885",22.5900999887663,24.7951481746331,2.83550499811375,3.27843914930915,318.617973807727,0.242153923451958,0.144822955335359,40,27715.28
"79886",22.1596903410351,40.6577645564966,3.37025825118538,4.82159583951517,323.541299772066,0.252200979440842,0.157194984630232,40,27715.28
"79887",22.5115528604558,32.6158885216717,3.48043268774577,4.85904250958686,313.05242618599,0.295676454655977,0.156422243343559,40,27715.28
"79888",21.8579093464811,10.6957873297263,4.02170194506222,4.65842210032173,334.432783417972,0.234996876803783,0.175471623597749,40,27715.28
"79889",21.8579093464811,10.6957873297263,4.02170194506222,4.65842210032173,334.432783417972,0.234996876803783,0.175471623597749,40,27715.28
"79890",21.8579093464811,10.6957873297263,4.02170194506222,4.65842210032173,334.432783417972,0.234996876803783,0.175471623597749,40,27715.28
"79891",21.8579093464811,10.6957873297263,4.02170194506222,4.65842210032173,334.432783417972,0.234996876803783,0.175471623597749,40,27715.28
"79892",21.8628662343869,4.67800498150033,4.19682271971793,3.68481321098726,333.465819246606,0.25469868822591,0.138648153840825,40,27715.28
"79893",21.8628662343869,4.67800498150033,4.19682271971793,3.68481321098726,333.465819246606,0.25469868822591,0.138648153840825,40,27715.28
"79894",21.8628662343869,4.67800498150033,4.19682271971793,3.68481321098726,333.465819246606,0.25469868822591,0.138648153840825,40,27715.28
"79895",22.0216027316452,6.3322655168765,3.36236803701239,2.65743661783193,332.311503969073,0.23796468031482,0.186253633717452,40,27715.28
