"","A","B","g","k","step","time"
"16501",3.0680355462091,0.770852510652183,0.234239620436589,1.58272847401439,34,44.8839999999982
"16502",3.0680355462091,0.770852510652183,0.234239620436589,1.58272847401439,34,44.8839999999982
"16503",3.15621497595275,0.697207461262157,0.224110161470915,1.75337480242601,34,44.8839999999982
"16504",3.19089500709657,0.685034644494687,0.139410722008056,1.79220930131928,34,44.8839999999982
"16505",3.19089500709657,0.685034644494687,0.139410722008056,1.79220930131928,34,44.8839999999982
"16506",3.23355044138542,0.583031155578151,0.162318835811533,1.93533508015957,34,44.8839999999982
"16507",2.98533465516834,0.70063628638973,0.0572900821157246,1.81694055223207,34,44.8839999999982
"16508",3.12589075867047,0.706534181395512,0.298225735434636,1.73021745935088,34,44.8839999999982
"16509",3.05689625904791,0.908017094602081,0.15642612856172,1.71690796701347,34,44.8839999999982
"16510",3.13619016593145,0.91205753172061,0.0931654425941489,1.64212832333856,34,44.8839999999982
"16511",2.91738362076739,0.652921210999828,0.111875638827184,1.86062064092634,34,44.8839999999982
"16512",3.07056796311685,0.802020950679166,0.188429840909418,1.53993017165368,34,44.8839999999982
"16513",2.96263905576314,0.762881796855328,0.178969170134193,1.62015495027661,34,44.8839999999982
"16514",3.06330283258781,0.597915362027193,0.143854498105418,1.81652257557612,34,44.8839999999982
"16515",2.91573246457104,0.730252735954759,0.372801421540928,1.71531216296686,34,44.8839999999982
"16516",3.03628451542291,0.656036566067225,0.00811808760459728,1.78523859397385,34,44.8839999999982
"16517",3.03628451542291,0.656036566067225,0.00811808760459728,1.78523859397385,34,44.8839999999982
"16518",2.96284100573135,0.952460810135614,0.072940631864135,1.57924144858289,34,44.8839999999982
"16519",3.23287357922549,0.814710743270288,0.0266472918799376,1.68953570846346,34,44.8839999999982
"16520",3.06925847557989,0.487388166869353,0.142314519192436,1.97668256393903,34,44.8839999999982
"16521",3.02046278617157,0.784832806413759,0.0814073422195185,1.69236082111776,34,44.8839999999982
"16522",3.11785570923913,0.613026497768168,0.127816611904969,1.85864744740161,34,44.8839999999982
"16523",2.92123992500354,0.678387028681612,0.390632395183962,1.70191842811604,34,44.8839999999982
"16524",2.92123992500354,0.678387028681612,0.390632395183962,1.70191842811604,34,44.8839999999982
"16525",2.98710179171364,0.706184837820228,0.0353306480661803,1.6675967199147,34,44.8839999999982
"16526",3.05502088818857,0.67791510403935,0.274683401226929,1.6656998906902,34,44.8839999999982
"16527",2.96877074152025,0.372645686365214,0.296577543314435,2.108953877808,34,44.8839999999982
"16528",3.08536686957714,0.55783233984996,0.292587177565538,1.89559229985046,34,44.8839999999982
"16529",3.00309208455524,0.828531557314562,0.13297141845356,1.5461873132674,34,44.8839999999982
"16530",3.09230328358865,0.884910827748914,0.114755661484011,1.48017289701611,34,44.8839999999982
"16531",3.11117583015607,0.589515139736343,0.187264569385197,1.79787958868938,34,44.8839999999982
"16532",3.05002449210449,0.779864370843013,0.0540731721807838,1.6623973857743,34,44.8839999999982
"16533",3.12653137354924,0.760762941586028,0.215107279962795,1.62791921364146,34,44.8839999999982
"16534",3.09483074185437,0.633194539405927,0.170589396351365,1.78638699409885,34,44.8839999999982
"16535",3.15952535869501,0.653504514275904,0.246810105296713,1.78540896914053,34,44.8839999999982
"16536",3.28403941458626,0.425891713359652,0.181936644086652,2.08563317887905,34,44.8839999999982
"16537",3.14087329503278,0.618042918590777,0.048096880699319,1.7311062735011,34,44.8839999999982
"16538",3.15001556476058,0.685159163963706,0.0798840830246614,1.68967482188567,34,44.8839999999982
"16539",3.08607062907129,0.695830568819218,0.201108142297057,1.67037180283095,34,44.8839999999982
"16540",2.93607732563635,0.815129902398815,0.037248444165141,1.63584192935514,34,44.8839999999982
"16541",2.99558410032928,0.676567765534738,0.185277435351725,1.65101161245196,34,44.8839999999982
"16542",3.01016086193149,0.519957726670738,0.100347139334845,1.8244720459383,34,44.8839999999982
"16543",2.97077245712488,0.678787137946,0.169304730877254,1.7048058325688,34,44.8839999999982
"16544",2.99737813546676,0.889999609551853,0.226046808968546,1.67318860487107,34,44.8839999999982
"16545",2.99737813546676,0.889999609551853,0.226046808968546,1.67318860487107,34,44.8839999999982
"16546",2.99737813546676,0.889999609551853,0.226046808968546,1.67318860487107,34,44.8839999999982
"16547",2.95390025006248,1.0917814318651,0.0380697350449216,1.4647582049064,34,44.8839999999982
"16548",2.95390025006248,1.0917814318651,0.0380697350449216,1.4647582049064,34,44.8839999999982
"16549",2.95390025006248,1.0917814318651,0.0380697350449216,1.4647582049064,34,44.8839999999982
"16550",3.00243867307793,0.606323939285534,0.335084950797059,1.88599478550802,34,44.8839999999982
"16551",2.99292644350411,0.868467074027214,0.11492238669765,1.61552566346095,34,44.8839999999982
"16552",3.26913177838284,0.800824230804054,0.055014256695034,1.66984098286765,34,44.8839999999982
"16553",2.95453430336122,0.799279054356426,0.101326173103075,1.72179054335463,34,44.8839999999982
"16554",2.9842588868002,1.01984150322227,0.0293812350266642,1.39134867479967,34,44.8839999999982
"16555",2.9842588868002,1.01984150322227,0.0293812350266642,1.39134867479967,34,44.8839999999982
"16556",2.9842588868002,1.01984150322227,0.0293812350266642,1.39134867479967,34,44.8839999999982
"16557",2.9842588868002,1.01984150322227,0.0293812350266642,1.39134867479967,34,44.8839999999982
"16558",2.9842588868002,1.01984150322227,0.0293812350266642,1.39134867479967,34,44.8839999999982
"16559",3.19301227207008,0.675156867504271,0.180567168715465,1.58946971812645,34,44.8839999999982
"16560",3.21940864979368,0.687182616287325,0.123434010107349,1.89930843720644,34,44.8839999999982
"16561",3.04397307193007,0.888399142528098,0.125449310652966,1.61875359612893,34,44.8839999999982
"16562",2.92792152026257,0.750160534000235,0.327419397076973,1.62852418181784,34,44.8839999999982
"16563",3.21409797933606,0.597036496720473,0.136529227716125,1.85437214384594,34,44.8839999999982
"16564",2.88175141150433,0.894744599223515,0.0739743697816834,1.60784910939167,34,44.8839999999982
"16565",3.13843736825236,0.87217384329224,0.0774924831077675,1.59936606070629,34,44.8839999999982
"16566",3.05979740802266,0.571083149530727,0.230172045788729,1.76671070291394,34,44.8839999999982
"16567",3.04999168559302,0.681886975443047,0.111536605938536,1.80336337246106,34,44.8839999999982
"16568",3.0874795464384,0.735594622865269,0.120808230193624,1.71783454776692,34,44.8839999999982
"16569",3.02468538498394,0.720436117799347,0.108269217076635,1.68808907677721,34,44.8839999999982
